timestamp,cfg_0,cfg_1,cfg_2,cfg_3
2024-03-31,0.012254,-0.004137,-0.005451,0.006545
2024-04-01,-0.003865,0.006344,-0.011288,-0.004094
2024-04-02,-0.001801,0.000974,0.011899,-0.008574
2024-04-03,0.003262,-0.004326,-0.007686,0.008673
2024-04-04,0.008020,-0.003945,0.003863,-0.011302
2024-04-05,-0.013808,-0.009006,-0.006508,0.002487
2024-04-06,0.010423,0.001406,-0.016570,-0.009629
2024-04-07,0.001296,-0.020155,0.008941,-0.004005
2024-04-08,-0.007185,-0.002081,0.012032,-0.004746
2024-04-09,-0.002229,0.011957,0.015229,-0.011059
2024-04-10,-0.021335,-0.003469,-0.005474,-0.005735
2024-04-11,-0.005953,-0.006381,0.000581,0.014616
2024-04-12,0.002343,0.000594,0.007057,-0.010998
2024-04-13,-0.006567,-0.009127,0.003431,0.019757
2024-04-14,-0.002757,-0.007403,0.002229,0.008204
2024-04-15,-0.000944,0.006988,0.023539,0.015571
2024-04-16,0.001007,-0.006161,-0.004113,-0.004818
2024-04-17,0.010730,0.019698,0.008971,0.010790
2024-04-18,0.000274,0.005552,-0.005253,0.002101
2024-04-19,-0.002076,-0.000848,0.014350,0.020352
2024-04-20,0.005910,-0.005997,-0.002503,-0.004172
2024-04-21,0.021290,-0.002379,-0.009773,0.012476
2024-04-22,-0.002904,-0.022459,0.007663,-0.005758
2024-04-23,0.005652,0.002621,0.000636,0.014095
2024-04-24,-0.015250,0.009056,-0.003709,-0.003508
2024-04-25,0.013978,0.005899,-0.002116,-0.010961
2024-04-26,0.007117,-0.004116,-0.006079,-0.013517
2024-04-27,0.013851,0.006338,0.005327,-0.005681
2024-04-28,-0.000067,0.006565,0.003438,0.015387
2024-04-29,-0.009905,-0.001111,0.016845,-0.013048
2024-04-30,0.009384,0.003688,-0.006696,-0.007602
2024-05-01,0.008059,0.010561,0.014504,-0.001138
2024-05-02,-0.008147,0.004767,0.005692,0.000284
2024-05-03,-0.014206,-0.003577,-0.014030,0.002282
2024-05-04,0.005015,0.000330,0.015213,0.015952
2024-05-05,-0.001190,0.001732,-0.017646,-0.002130
2024-05-06,0.026645,-0.015790,0.005275,-0.014465
2024-05-07,-0.005619,0.001512,-0.018522,0.007392
2024-05-08,-0.004762,-0.001054,0.002938,-0.004160
2024-05-09,-0.000584,-0.021408,-0.003525,-0.002245
2024-05-10,-0.016127,-0.016856,-0.002507,0.001366
2024-05-11,-0.008367,0.018194,-0.018978,0.015954
2024-05-12,0.016967,0.001256,-0.007422,0.012424
2024-05-13,-0.000790,0.013658,0.012188,0.000618
2024-05-14,-0.005560,-0.003496,0.006640,-0.003331
2024-05-15,-0.012196,0.015566,-0.000253,0.004692
2024-05-16,0.006328,0.005935,-0.000838,-0.007394
2024-05-17,0.007106,-0.006569,-0.006017,-0.017455
2024-05-18,0.003088,0.003049,0.015100,-0.006435
2024-05-19,-0.003369,0.015934,0.000265,0.009967
2024-05-20,0.003579,0.024171,0.011590,-0.006560
2024-05-21,0.004339,0.005460,-0.014236,-0.004843
2024-05-22,-0.006285,-0.004134,-0.014862,0.014773
2024-05-23,0.006747,-0.008298,0.014471,0.014902
2024-05-24,-0.020630,0.007209,-0.008033,0.015177
2024-05-25,-0.012367,0.011293,-0.001129,-0.007356
2024-05-26,-0.002516,0.001808,0.005668,0.005388
2024-05-27,-0.000562,-0.000664,0.010181,0.013929
2024-05-28,-0.011119,0.008593,0.007320,0.010691
2024-05-29,0.003811,0.005323,0.006542,-0.003353
2024-05-30,0.011079,0.004401,0.017335,-0.001684
2024-05-31,0.005034,-0.014790,0.003595,-0.007033
2024-06-01,0.002769,-0.002803,0.010164,-0.004894
2024-06-02,0.008806,0.019363,0.001470,0.004138
2024-06-03,0.004568,0.000349,0.002671,0.004124
2024-06-04,-0.010900,0.024774,0.020168,-0.008267
2024-06-05,-0.001502,0.004384,-0.001526,0.006995
2024-06-06,0.013437,-0.002320,-0.024468,0.002412
2024-06-07,-0.010851,0.003357,0.001812,0.013333
2024-06-08,0.001146,0.006574,0.002946,-0.004892
2024-06-09,-0.003368,-0.006662,0.019475,0.002690
2024-06-10,-0.008457,0.002988,-0.002777,-0.021898
2024-06-11,-0.009592,-0.003616,-0.010652,0.008188
2024-06-12,0.001534,0.015092,0.002221,0.006280
2024-06-13,0.003677,-0.003990,0.019596,0.009077
2024-06-14,0.003614,0.001738,-0.002551,0.000925
2024-06-15,-0.013937,-0.014467,0.013711,0.000864
2024-06-16,-0.002364,-0.013106,0.005944,-0.000023
2024-06-17,0.003981,-0.000367,0.007366,0.013006
2024-06-18,0.009992,-0.008605,-0.007655,-0.008970
2024-06-19,0.007249,-0.002406,0.001469,-0.000250
2024-06-20,0.008840,0.002877,-0.007466,0.006717
2024-06-21,0.011495,0.006132,0.000716,-0.002864
2024-06-22,0.008763,-0.013542,-0.006457,-0.008454
2024-06-23,-0.007629,-0.001329,0.011716,-0.002216
2024-06-24,0.001104,0.007152,-0.004868,0.003876
2024-06-25,-0.006608,-0.006232,-0.001917,0.016464
2024-06-26,-0.023291,-0.012495,-0.022137,-0.004431
2024-06-27,-0.016285,-0.006388,-0.009640,-0.020733
2024-06-28,0.021413,0.016773,0.024933,0.010882
2024-06-29,-0.010650,0.000716,-0.003757,0.000753
2024-06-30,-0.021898,0.016100,-0.016083,0.006727
2024-07-01,-0.005325,-0.002536,-0.000026,-0.000321
2024-07-02,0.015726,0.012427,-0.002245,0.000364
2024-07-03,0.000074,-0.013908,-0.005034,-0.018467
2024-07-04,0.004604,-0.001994,-0.002954,0.006204
2024-07-05,-0.002180,0.001411,-0.004718,-0.010379
2024-07-06,-0.000309,0.018105,0.009459,0.006984
2024-07-07,0.013190,0.005240,-0.012093,-0.018508
2024-07-08,0.008483,0.011728,0.002200,0.012092
2024-07-09,-0.000339,-0.003656,0.008515,-0.001420
2024-07-10,0.009440,-0.003611,-0.008992,-0.022668
2024-07-11,0.011268,0.013285,0.022879,0.001377
2024-07-12,-0.001668,0.014822,0.000598,0.001138
2024-07-13,0.003223,0.012839,-0.000995,0.001195
2024-07-14,0.003065,0.012578,-0.005604,-0.010848
2024-07-15,-0.006160,-0.004651,0.007958,0.022289
2024-07-16,0.012032,0.022139,-0.016091,-0.004876
2024-07-17,-0.001147,0.002293,0.005886,0.010014
2024-07-18,-0.005671,0.013302,0.022370,-0.024650
2024-07-19,-0.016235,0.008097,0.003564,0.006178
2024-07-20,-0.012131,-0.016949,0.008624,0.004938
2024-07-21,0.015778,-0.018842,-0.009026,-0.000162
2024-07-22,-0.010877,-0.015425,0.008208,0.012335
2024-07-23,0.004819,0.000105,-0.007450,-0.005901
2024-07-24,-0.003148,0.011770,-0.004074,0.004526
2024-07-25,0.005637,-0.001885,0.000448,-0.000591
2024-07-26,0.006546,0.009022,0.019757,0.002772
2024-07-27,-0.007239,-0.011765,-0.005438,-0.009625
2024-07-28,-0.002395,-0.005638,-0.019105,0.006471
2024-07-29,0.001517,-0.008409,0.001851,0.005534
2024-07-30,0.001669,0.000899,0.008443,0.003057
2024-07-31,0.000238,-0.010930,0.007308,0.003202
2024-08-01,-0.002609,-0.000449,0.002981,-0.003725
2024-08-02,0.006818,0.006510,0.014586,-0.005833
2024-08-03,0.013694,-0.004043,0.009736,-0.002023
2024-08-04,0.005928,-0.008369,0.009313,0.003897
2024-08-05,-0.006878,-0.003964,-0.003420,-0.011773
2024-08-06,0.004483,-0.011647,-0.013862,-0.000764
2024-08-07,0.001134,-0.009790,0.017237,0.015642
2024-08-08,0.005140,0.008601,-0.007829,0.007467
2024-08-09,0.018972,0.003969,0.013949,-0.008961
2024-08-10,-0.001616,-0.013850,0.012883,0.012585
2024-08-11,0.000408,-0.002253,-0.010777,-0.016251
2024-08-12,-0.008343,0.005104,-0.005473,-0.001608
2024-08-13,-0.002366,0.008591,0.005309,0.011422
2024-08-14,-0.005168,0.006985,0.010883,0.007059
2024-08-15,0.016522,0.010390,-0.008573,0.003951
2024-08-16,0.003563,0.000189,-0.001858,-0.009727
2024-08-17,-0.005196,0.000420,-0.009319,-0.015712
2024-08-18,0.019818,-0.001879,-0.011213,0.005677
2024-08-19,-0.012758,0.011579,0.001989,0.003188
2024-08-20,0.009136,0.009167,-0.003796,0.017048
2024-08-21,0.010686,0.018443,-0.019492,-0.005347
2024-08-22,0.006263,0.011815,0.005052,-0.010489
2024-08-23,-0.002088,-0.007526,-0.002969,-0.005130
2024-08-24,-0.000771,-0.014181,-0.003087,-0.017837
2024-08-25,-0.002911,-0.013347,-0.012536,-0.003435
2024-08-26,0.008384,-0.008378,0.008145,-0.000500
2024-08-27,-0.022766,0.006745,0.003949,-0.001707
2024-08-28,-0.004589,-0.013466,0.003902,0.017788
2024-08-29,0.002043,-0.019753,0.000195,0.018466
2024-08-30,-0.005288,-0.001278,0.004453,-0.003269
2024-08-31,-0.017652,0.008627,0.016892,-0.005455
2024-09-01,-0.001905,0.008307,0.002682,0.012638
2024-09-02,-0.007028,0.017220,0.003237,0.010640
2024-09-03,0.008526,0.000116,-0.003701,-0.012150
2024-09-04,0.014497,-0.005153,0.007516,-0.007162
2024-09-05,0.001217,-0.002626,-0.001552,-0.007635
2024-09-06,-0.018818,-0.012986,-0.006452,-0.012656
2024-09-07,-0.001438,-0.006348,0.012323,-0.005554
2024-09-08,-0.008718,0.013237,-0.000806,-0.012356
2024-09-09,0.007344,0.021394,-0.007903,0.007557
2024-09-10,0.017438,0.013082,-0.006278,0.004887
2024-09-11,0.003698,0.003303,-0.004426,-0.016847
2024-09-12,0.020876,-0.002114,-0.010028,-0.006256
2024-09-13,0.015669,0.002760,0.015461,-0.005744
2024-09-14,0.007489,-0.018637,0.006829,0.014007
2024-09-15,-0.008079,0.006059,-0.012871,-0.006209
2024-09-16,0.002612,0.008126,0.012714,0.008849
2024-09-17,-0.012868,-0.001081,-0.002853,0.016265
2024-09-18,0.012033,0.000452,0.003505,-0.008484
2024-09-19,0.002911,-0.016766,-0.002994,0.005560
2024-09-20,0.015512,0.008124,0.005085,0.001324
2024-09-21,0.004726,0.008136,0.004733,0.009188
2024-09-22,-0.017519,-0.027516,0.008532,-0.013203
2024-09-23,0.008400,-0.005621,0.009176,-0.003261
2024-09-24,0.011268,0.003684,-0.025105,-0.016076
2024-09-25,0.018616,0.016958,-0.004432,0.007626
2024-09-26,-0.007735,-0.008447,0.000222,-0.019135
2024-09-27,-0.007233,-0.000174,-0.001682,0.001132
2024-09-28,0.002643,0.014958,-0.014336,-0.015219
2024-09-29,-0.008562,0.004983,-0.003577,-0.006978
2024-09-30,-0.011794,-0.001962,-0.001776,-0.007757
2024-10-01,-0.009003,-0.004212,-0.020547,0.001141
2024-10-02,0.027820,0.000578,-0.008777,0.005888
2024-10-03,-0.004471,-0.007717,0.007171,0.011934
2024-10-04,-0.008387,0.010468,-0.007742,0.014197
2024-10-05,-0.002795,-0.008386,-0.002084,0.000868
2024-10-06,0.001649,0.006045,-0.000307,-0.010425
2024-10-07,0.014497,0.009786,0.004762,0.012855
2024-10-08,0.011024,0.012620,0.007067,-0.011790
2024-10-09,0.009445,0.001836,0.010368,0.000647
2024-10-10,0.001995,0.000955,0.001024,-0.006309
2024-10-11,0.003114,0.004261,0.001928,-0.005546
2024-10-12,-0.004839,0.001903,-0.001417,0.002542
2024-10-13,-0.013519,0.012116,0.002038,-0.010709
2024-10-14,0.021917,0.000129,-0.001083,-0.000328
2024-10-15,-0.003040,0.020542,0.007647,-0.000286
2024-10-16,0.011648,0.029310,0.007226,0.011179
2024-10-17,-0.001656,-0.005234,-0.013666,0.011953
2024-10-18,0.000592,0.005324,-0.022625,0.008467
2024-10-19,-0.000046,-0.010349,0.004501,0.001262
2024-10-20,-0.012290,0.008786,-0.005122,0.017981
2024-10-21,0.000693,0.005407,-0.015409,0.010542
2024-10-22,0.005276,-0.000941,0.009704,-0.011824
2024-10-23,0.009750,-0.009280,0.015248,0.003856
2024-10-24,0.006393,0.001455,-0.011359,0.005440
2024-10-25,0.011646,0.021348,-0.009424,-0.007555
2024-10-26,0.004380,0.017287,-0.006766,0.003297
2024-10-27,0.001368,0.005015,-0.007997,-0.002411
2024-10-28,-0.018257,-0.005058,-0.001216,-0.008153
2024-10-29,-0.003964,0.000858,-0.011322,0.001418
2024-10-30,0.016926,-0.006956,-0.000238,-0.005418
2024-10-31,0.002600,-0.012517,-0.004092,-0.011428
2024-11-01,0.009347,-0.008524,0.010428,0.000989
2024-11-02,-0.000746,0.007120,-0.001120,-0.017719
2024-11-03,-0.005367,0.004058,0.008840,0.012175
2024-11-04,0.021845,0.002753,0.014966,-0.002652
2024-11-05,0.004946,-0.010138,0.005153,0.001692
2024-11-06,0.016316,-0.013243,0.006440,0.010455
2024-11-07,0.006671,0.011068,-0.005000,0.010216
2024-11-08,-0.001588,-0.002720,-0.000007,-0.002152
2024-11-09,-0.021086,0.012815,0.022842,0.004115
2024-11-10,0.002266,-0.006603,0.013705,0.010513
2024-11-11,-0.014317,0.010695,0.000294,0.014936
2024-11-12,-0.020867,0.003297,-0.004105,-0.007116
2024-11-13,0.013755,-0.003486,-0.001659,0.003813
2024-11-14,0.008570,-0.003447,0.010849,-0.010094
2024-11-15,0.007762,0.020146,-0.020780,-0.008205
2024-11-16,0.001830,0.010214,0.002362,-0.000098
2024-11-17,0.000971,-0.001771,-0.013418,-0.001466
2024-11-18,0.005563,0.002563,0.014165,-0.010331
2024-11-19,0.002883,-0.014727,-0.014566,-0.008492
2024-11-20,0.002034,0.018160,0.009052,-0.000303
2024-11-21,0.008729,0.014911,-0.003082,-0.013957
2024-11-22,-0.023281,-0.003210,0.000018,0.001999
2024-11-23,0.010233,0.005474,0.016506,-0.011574
2024-11-24,-0.005046,-0.026914,-0.000206,0.014463
2024-11-25,0.009828,0.010653,0.006746,0.002075
2024-11-26,0.013011,0.005596,0.003772,0.007742
2024-11-27,-0.007206,0.003481,-0.011756,-0.003394
2024-11-28,0.009135,0.009141,-0.000497,0.011377
2024-11-29,0.008978,0.003820,0.009767,0.005419
2024-11-30,-0.006047,-0.009017,0.003466,0.007775
2024-12-01,-0.004372,-0.006268,0.001953,0.001403
2024-12-02,0.001992,-0.001148,-0.007239,0.006574
2024-12-03,-0.021499,0.009711,0.015611,-0.000714
2024-12-04,-0.003732,0.000854,-0.005627,0.006455
2024-12-05,0.002570,-0.006164,0.018137,-0.002706
2024-12-06,-0.003799,0.004169,0.001960,-0.002817
2024-12-07,-0.015347,-0.011848,0.007170,0.001901
2024-12-08,-0.003273,0.021426,-0.014205,0.001392
2024-12-09,0.015806,0.003565,0.001202,-0.000200
2024-12-10,0.013888,-0.009395,-0.009474,-0.007430
2024-12-11,-0.000580,0.002177,0.000951,-0.002292
2024-12-12,-0.007455,0.011335,0.012303,0.009792
2024-12-13,0.000436,0.005942,0.003743,0.001687
2024-12-14,0.000740,0.020987,0.002718,0.003758
2024-12-15,-0.006197,-0.013780,0.010018,-0.004772
2024-12-16,-0.002777,0.016506,-0.011824,0.014346
2024-12-17,0.006816,0.000222,0.001338,-0.001668
2024-12-18,0.009926,0.009375,-0.005845,0.005908
2024-12-19,-0.023840,0.017763,0.011428,0.000204
2024-12-20,0.010351,-0.011549,-0.006770,0.012446
2024-12-21,0.001926,-0.013715,0.016713,-0.015401
2024-12-22,0.012078,-0.003399,0.020986,-0.020378
2024-12-23,0.000369,-0.016201,-0.020896,-0.003181
2024-12-24,0.004970,-0.019757,-0.001089,-0.024925
2024-12-25,0.016979,0.001352,-0.015548,-0.007786
2024-12-26,-0.029155,0.012226,0.013013,-0.007189
2024-12-27,0.016478,-0.004280,-0.008232,-0.002606
2024-12-28,0.002463,0.005587,0.006926,0.006602
2024-12-29,-0.017680,0.037527,0.003757,-0.013588
2024-12-30,-0.026128,0.003922,-0.008828,0.005285
2024-12-31,0.003677,-0.002517,-0.014796,0.012603
2025-01-01,-0.009732,-0.001066,0.011886,0.016319
2025-01-02,0.010597,0.004907,-0.005471,-0.011066
2025-01-03,0.002708,-0.002281,0.003319,-0.003426
2025-01-04,-0.000789,0.007550,0.015005,0.019516
2025-01-05,0.010501,0.002803,0.000315,-0.009741
2025-01-06,0.002487,0.009853,-0.002447,0.011801
2025-01-07,0.007976,0.002129,-0.009718,0.004149
2025-01-08,0.008874,-0.000179,0.005310,0.006074
2025-01-09,0.003765,-0.008718,-0.007671,-0.016342
2025-01-10,0.008447,-0.013275,-0.016445,-0.013842
2025-01-11,0.008434,-0.002230,-0.005331,-0.008472
2025-01-12,-0.013150,-0.003267,-0.005763,0.006673
2025-01-13,-0.002193,0.003470,-0.015864,0.008571
2025-01-14,-0.000667,-0.000121,-0.001893,-0.007557
2025-01-15,-0.003244,-0.003281,0.008777,0.003430
2025-01-16,-0.015351,0.023380,0.006354,0.001843
2025-01-17,-0.005140,0.003856,0.021062,-0.009296
2025-01-18,0.003927,0.012861,0.012056,-0.010699
2025-01-19,0.002463,-0.009659,0.003228,-0.019328
2025-01-20,0.015777,0.010791,-0.019994,-0.011396
2025-01-21,-0.005532,0.012450,0.002907,-0.008267
2025-01-22,-0.003793,0.005175,0.013003,0.012248
2025-01-23,-0.005196,-0.008271,-0.002088,0.008299
2025-01-24,-0.002629,0.013283,0.015197,-0.002192
2025-01-25,-0.005506,-0.006619,-0.008640,0.002930
2025-01-26,-0.018181,-0.015001,0.003383,-0.008840
2025-01-27,0.003984,-0.015661,0.009166,-0.023945
2025-01-28,0.010423,0.001285,0.017974,0.002085
2025-01-29,0.011739,-0.004318,0.000251,0.005261
2025-01-30,-0.010341,0.008710,0.020652,-0.008374
2025-01-31,-0.001401,0.007370,-0.002872,0.011613
2025-02-01,0.019031,0.014405,-0.017489,0.010072
2025-02-02,-0.000548,0.004023,-0.000390,0.007676
2025-02-03,0.004017,0.001764,0.014803,-0.019535
2025-02-04,-0.000993,0.000709,-0.002729,-0.000087
2025-02-05,0.010592,-0.007301,0.017514,0.005823
2025-02-06,0.010214,-0.007735,-0.001375,-0.009304
2025-02-07,0.023807,-0.006723,0.020103,-0.005763
2025-02-08,0.005524,0.002943,-0.021850,0.008106
2025-02-09,0.005019,-0.007936,0.024134,0.020272
2025-02-10,-0.011603,-0.000304,-0.020240,0.007813
2025-02-11,-0.003571,0.011433,0.000054,0.002086
2025-02-12,-0.006494,-0.023481,-0.011503,-0.005407
2025-02-13,-0.002759,-0.008290,0.003920,-0.011204
2025-02-14,-0.012585,-0.009488,-0.001577,-0.008846
2025-02-15,0.012693,0.000351,-0.002415,0.003575
2025-02-16,-0.010013,-0.014564,0.007164,-0.005128
2025-02-17,0.003260,-0.006332,0.010560,0.013382
2025-02-18,-0.012076,0.023414,-0.002747,-0.013567
2025-02-19,0.003996,-0.013399,0.013349,-0.011686
2025-02-20,0.017105,-0.000557,-0.017201,-0.000541
2025-02-21,-0.007676,0.002407,-0.010334,0.002222
2025-02-22,0.004174,-0.002693,-0.013452,0.001255
2025-02-23,-0.000144,-0.011811,0.005551,-0.010747
2025-02-24,0.003362,0.010289,0.009989,-0.007212
2025-02-25,0.004732,-0.019016,-0.003813,0.009797
2025-02-26,-0.005832,-0.009525,-0.006020,-0.003417
2025-02-27,-0.001275,-0.002127,-0.011786,-0.004453
2025-02-28,-0.005367,-0.006220,0.007558,0.006880
2025-03-01,-0.007723,0.011851,0.012332,0.004568
2025-03-02,-0.011759,-0.003165,-0.005202,0.000642
2025-03-03,0.010178,0.019106,-0.001322,0.017505
2025-03-04,-0.006858,-0.000211,-0.003629,-0.013061
2025-03-05,0.007182,0.015339,0.000275,0.004395
2025-03-06,0.006076,0.004047,0.005295,-0.005441
2025-03-07,-0.009462,-0.002754,-0.022350,0.010641
2025-03-08,0.011008,-0.003186,-0.005037,-0.009048
2025-03-09,-0.008082,0.009975,0.008928,0.007200
2025-03-10,0.006812,-0.005818,-0.008852,-0.003401
2025-03-11,0.015105,-0.000736,0.013647,0.026053
2025-03-12,-0.006630,-0.008382,0.015166,0.002959
2025-03-13,-0.008766,-0.020937,-0.009175,0.022798
2025-03-14,-0.008903,0.005029,-0.007604,-0.006127
2025-03-15,0.023493,0.005987,0.014190,-0.005433
2025-03-16,-0.003232,-0.012567,-0.016357,0.004218
2025-03-17,-0.012128,0.004326,-0.010275,-0.016509
2025-03-18,0.008664,-0.002884,-0.016217,-0.008787
2025-03-19,-0.001267,-0.019579,0.000869,0.015662
2025-03-20,0.000161,-0.009887,0.004272,0.011717
2025-03-21,-0.009488,0.006268,0.005639,-0.001552
2025-03-22,-0.021781,0.010011,0.003507,0.011880
2025-03-23,-0.006845,0.003570,-0.013892,0.005241
2025-03-24,-0.010011,0.027720,0.012765,0.005373
2025-03-25,-0.015764,0.003221,-0.000041,-0.008952
2025-03-26,-0.010437,-0.007834,-0.003512,0.010337
2025-03-27,-0.009061,-0.015095,0.018346,-0.005051
2025-03-28,0.008472,0.014788,0.001847,0.015596
2025-03-29,0.007481,-0.004962,0.004208,-0.009690
2025-03-30,0.005578,-0.003959,0.009230,0.025766
2025-03-31,-0.004924,-0.008420,0.021409,-0.005991
2025-04-01,-0.012177,-0.008352,0.000410,-0.012992
2025-04-02,0.003386,-0.003768,0.007679,-0.010635
2025-04-03,0.005011,0.004590,-0.023626,0.004491
2025-04-04,0.010438,0.005478,-0.009602,0.003520
2025-04-05,0.000138,0.003550,0.021851,-0.006242
2025-04-06,-0.000882,0.009620,0.021138,0.008352
2025-04-07,0.003502,-0.004786,-0.001079,0.020177
2025-04-08,-0.008858,-0.010125,-0.008772,0.001946
2025-04-09,-0.007631,-0.000339,-0.013677,0.008439
2025-04-10,0.006834,-0.020478,-0.011969,0.009603
2025-04-11,-0.012179,0.008853,-0.005511,0.009278
2025-04-12,-0.000376,0.005455,-0.017441,-0.016607
2025-04-13,0.008249,0.005678,-0.000685,0.015963
2025-04-14,0.002801,-0.010572,-0.001319,0.000478
2025-04-15,0.004746,-0.004622,-0.012364,0.002353
2025-04-16,-0.010640,0.000587,-0.013060,0.013130
2025-04-17,-0.000780,-0.009819,-0.011715,-0.025566
2025-04-18,-0.002232,-0.010607,-0.004649,0.009223
2025-04-19,0.006520,-0.001753,-0.001863,0.004097
2025-04-20,0.004700,0.001863,0.006290,0.017889
2025-04-21,0.000824,-0.006326,-0.017707,0.004968
2025-04-22,0.019562,0.010728,-0.003214,0.014822
2025-04-23,0.006013,0.022674,0.000733,0.012142
2025-04-24,-0.002267,0.006203,0.003722,-0.010696
2025-04-25,-0.005511,-0.001451,0.009236,0.000668
2025-04-26,0.000274,-0.002841,-0.003788,-0.006008
